id,sentence,aspect,aspect_token,label,label_text
335,"quần thì bung chỉ, túi quần thì nông để đt dễ rớt lắm, khi mua có hỏi cửa hàng thì cửa hàng bảo kích cỡ 33, mua về thì rộng thùng thình, ống quần dài tới lòng bàn chân đổi hàng chịu phí 2 đầu nên đem ra tiệm sửa luôn rồi cửa hàng có lượt mua hơn 140k nên nó chả quan tâm mình đâu không có bạn vẫn nổ đơn ầm ầm, mình đếch care tốn 45p ghi ngắn gọn lắm rồi tóm lại : mua lúc sale, mà thôi đếch mua là tốt nhất :",kich_co," rộng thùng thình,",0,negative
336,"chẳng biết bên cửa hàng bán hàng đắt khách ntn ,🤷 cá nhân thấy cskh kém",cham_soc_khach_hang,cskh kém,0,negative
337,tiền nào của nấy thôi:,chat_luong,tiền nào của nấy thôi:,1,neutral
338,còn chưa cả mặc đã đứt cúc 😢,gia_cong,chưa cả mặc đã đứt cúc,0,negative
339,"kiểu dáng khá xấu thô, đụng quần kéo đến cổ vẫn chưa hết",kieu_dang,kiểu dáng khá xấu thô,0,negative
340,mua nên cân nhắc giá rẻ nên chất lượng kém á không ngon đâu giá tầm 140k là đúng giá không rẻ đâu,gia_ca,giá rẻ,2,positive
340,mua nên cân nhắc giá rẻ nên chất lượng kém á không ngon đâu giá tầm 140k là đúng giá không rẻ đâu,chat_luong,chất lượng kém,0,negative
341,"quần đẹp vải đẹp tuy nhiên trải nghiệm dịch vụ rất kém. mình đã nhắn tin với cửa hàng nhờ lên gấu nhưng cửa hàng không làm, thà đừng sinh thêm dv thì vẫn vui vẻ mang quần đi sửa nhưng đã có thêm để thu hút không mà không thực hiện thì thực sự mang đến cảm giác rất không tốt.",chat_luong,quần đẹp ,2,positive
341,"quần đẹp vải đẹp tuy nhiên trải nghiệm dịch vụ rất kém. mình đã nhắn tin với cửa hàng nhờ lên gấu nhưng cửa hàng không làm, thà đừng sinh thêm dv thì vẫn vui vẻ mang quần đi sửa nhưng đã có thêm để thu hút không mà không thực hiện thì thực sự mang đến cảm giác rất không tốt.",chat_lieu, vải đẹp,2,positive
341,"quần đẹp vải đẹp tuy nhiên trải nghiệm dịch vụ rất kém. mình đã nhắn tin với cửa hàng nhờ lên gấu nhưng cửa hàng không làm, thà đừng sinh thêm dv thì vẫn vui vẻ mang quần đi sửa nhưng đã có thêm để thu hút không mà không thực hiện thì thực sự mang đến cảm giác rất không tốt.",cham_soc_khach_hang, dịch vụ rất kém,0,negative
342,"sản phẩm đẹp phù hợp với giá tiền của học sinh, sinh viên công nhân viên nhà nước cũng như người đi làm trên toàn quốc, nếu có lần sau mình sẽ tiếp tục mua sản phẩm này",chat_luong,sản phẩm đẹp,2,positive
342,"sản phẩm đẹp phù hợp với giá tiền của học sinh, sinh viên công nhân viên nhà nước cũng như người đi làm trên toàn quốc, nếu có lần sau mình sẽ tiếp tục mua sản phẩm này",gia_ca, phù hợp với giá tiền ,2,positive
343,thật sự thất vọng về cách làm việc của cửa hàng mình đặt kích cỡ 29 nhưng cửa hàng gửi mình kích cỡ 32 ghi ở dưới đổi trả thì bảo gửi hàng lại rồi mà 1 tuần không thấy đâu,kich_co, đặt kích cỡ 29 nhưng cửa hàng gửi mình kích cỡ 32 ,0,negative
343,thật sự thất vọng về cách làm việc của cửa hàng mình đặt kích cỡ 29 nhưng cửa hàng gửi mình kích cỡ 32 ghi ở dưới đổi trả thì bảo gửi hàng lại rồi mà 1 tuần không thấy đâu,doi_tra,đổi trả thì bảo gửi hàng lại rồi mà 1 tuần không thấy đâu,0,negative
344,hàng xước vậy cũng giao cho khách. rất kỳ không hài lòng với cửa hàng,gia_cong,hàng xước,0,negative
345,quần thiếu cúc,gia_cong,quần thiếu cúc,0,negative
346,"chỉ sờn, có đoạn thủng vải. biết là giá rẻ nhưng mà chất lượng chán ghê hê hê :",gia_cong,"chỉ sờn, có đoạn thủng vải",0,negative
346,"chỉ sờn, có đoạn thủng vải. biết là giá rẻ nhưng mà chất lượng chán ghê hê hê :",gia_ca,giá rẻ,2,positive
346,"chỉ sờn, có đoạn thủng vải. biết là giá rẻ nhưng mà chất lượng chán ghê hê hê :",chat_luong, chất lượng chán,0,negative
347,mới giặt lần đầu để mang chưa gì mà bị xù lông r ạ,do_ben,mới giặt lần đầu để mang chưa gì mà bị xù lông r ạ,0,negative
348,"sản phẩm xấu đường may không tỉ mỉ dẫn đến bung chỉ, phần may xổ cũng bị bung dẫn đến bung luôn sợi vải, nhiều chỉ thừa, vải mềm mỏng",chat_luong,sản phẩm xấu,0,negative
348,"sản phẩm xấu đường may không tỉ mỉ dẫn đến bung chỉ, phần may xổ cũng bị bung dẫn đến bung luôn sợi vải, nhiều chỉ thừa, vải mềm mỏng",gia_cong," đường may không tỉ mỉ,bung chỉ, phần may xổ cũng bị bung dẫn đến bung luôn sợi vải, nhiều chỉ thừa, ",0,negative
349,mới mở hàng đã sút chỉ ở ống quần. sản phẩm đẹp dày dặn nhưng mới mua về đã bị sút chỉ.,gia_cong,sút chỉ ở ống quần.,0,negative
349,mới mở hàng đã sút chỉ ở ống quần. sản phẩm đẹp dày dặn nhưng mới mua về đã bị sút chỉ.,chat_luong,sản phẩm đẹp ,2,positive
349,mới mở hàng đã sút chỉ ở ống quần. sản phẩm đẹp dày dặn nhưng mới mua về đã bị sút chỉ.,chat_lieu, dày dặn,2,positive
350,quần thì không có cúc vải xấu không có người đã thử trc không đáng với giá tiền không nên mua,gia_cong,quần thì không có cúc ,0,negative
350,quần thì không có cúc vải xấu không có người đã thử trc không đáng với giá tiền không nên mua,chat_lieu,vải xấu,0,negative
351,áo không có mác . nhăn nhó như của ai đó mang nhiều lần rồi . lần đầu cũng như lần cuối mua hàng,chat_luong, nhăn nhó,0,negative
352,"vải tạm , mọi người nên đặt lùi 1 kích cỡ vì nó rộng lắm luôn :",chat_lieu,vải tạm,1,neutral
352,"vải tạm , mọi người nên đặt lùi 1 kích cỡ vì nó rộng lắm luôn :",kich_co,rộng lắm luôn,0,negative
353,"quần mua về thấy đục lỗ sẵn, hàng cũ hay gì bị lừa rồi, thấy nhiều lượt mua nên mua mà vậy thất vọng",gia_cong,quần mua về thấy đục lỗ sẵn,0,negative
354,vải không co giãn.chịu cửa hàng luôn.mình nghĩ cửa hàng uy tín mà quần mặc chán thật sự,chat_lieu,vải không co giãn,0,negative
355,đơn hàng bị mở toe toét không biết mình nhận hàng có phải chuẩn không nữa. chỉ thừa rất nhiều. lúc nhận được hàng là mình đang ngoài đường nhận được ngay luôn và thấy như clip.,gia_cong,chỉ thừa rất nhiều,0,negative
356,"đổi kích cỡ rất là phiền phức mình đổi kích cỡ 29 cửa hàng gửi 28, với kêu chờ habgf 7 ngày không thấy phải nt cửa hàng thì cửa hàng mới nhớ mà gửi hàng mà gửi lộn kích cỡ rất chán giờ kêu đổi lại không biết nào mới được nhận haizzzzzz",doi_tra,đổi kích cỡ rất là phiền phức ,0,negative
357,"cửa hàng làm ăn tất trách, mình đã nhắn hỏi xem hàng có nhận kịp không, cửa hàng nói kịp nhưng lại không báo cho khách về vấn đề thiếu hàng giao trễ tới khi hỏi lại kêu khách cứ trả hàng đi.",uy_tin_cua_hang,cửa hàng làm ăn tất trách,0,negative
358,"kiểu dáng quần là quần công nghiệp, chỗ lại vừa, chỗ lại không vừa. mang đi sửa lại thì không sửa được. rất chán.",kich_co,"chỗ lại vừa, chỗ lại không vừa",0,negative
359,chán lắm giao hàng lâu đóng gói được kích cỡ bị sai sao ấy thường mình mạc kích cỡ 30 là vừa đẹp mà đặt cái này thì tho đùng,giao_hang,giao hàng lâu,0,negative
360,chán lắm giao hàng lâu đóng gói được kích cỡ bị sai sao ấy thường mình mạc kích cỡ 30 là vừa đẹp mà đặt cái này thì to đùng,kich_co, kích cỡ bị sai sao ấy thường mình mạc kích cỡ 30 là vừa đẹp mà đặt cái này thì to đùng,0,negative
361,cửa hàng khi giao thì bị hư cái khóa quần😭😭,gia_cong, bị hư cái khóa quần,0,negative
362,chất lượng và kiểu dáng quần kém và xấu vô cùng lưng quần thì như bị mục vải á mở loa hết cỡ để nghe tiếng mình căng phần lưng ra nó bị rách chỉ bên trong thật sự quần rất xấu mua 2 cái 300k như cái đách họ không biết sài được bền không nữa mua về mặc đi làm mà bán hàng vậy thì thua mình cũng rất chủ quan khi không kiểm tra kĩ mà đi xé tag và đem đi giặt 1 bài học cho đời :,chat_luong,chất lượng và kiểu dáng quần kém và xấu vô cùng,0,negative
363,mới mua về bị bung chỉ ra hết,gia_cong,mới mua về bị bung chỉ ra hết,0,negative
364,mua tổng cộng 2 quần 2 áo mà cửa hàng giao có 2 áo 1 quần. nt cửa hàng chặn tn.,giao_hang,mua tổng cộng 2 quần 2 áo mà cửa hàng giao có 2 áo 1 quần,0,negative
365,"không giống với hình ảnh, vải xấu",uy_tin_cua_hang,không giống với hình ảnh,0,negative
365,"không giống với hình ảnh, vải xấu",chat_lieu,vải xấu,0,negative
366,"mình cảm thấy khá thất vọng vì kiểu dáng dáng quần xấu và chất vải cũng không đẹp,quần bị ngắn mặc dù đã chọn đúng kích cỡ mà cửa hàng chỉ😠😡",kieu_dang,kiểu dáng dáng quần xấu,0,negative
366,"mình cảm thấy khá thất vọng vì kiểu dáng dáng quần xấu và chất vải cũng không đẹp,quần bị ngắn mặc dù đã chọn đúng kích cỡ mà cửa hàng chỉ😠😡",chat_lieu, chất vải cũng không đẹp,0,negative
366,"mình cảm thấy khá thất vọng vì kiểu dáng dáng quần xấu và chất vải cũng không đẹp,quần bị ngắn mặc dù đã chọn đúng kích cỡ mà cửa hàng chỉ😠😡",kich_co,uần bị ngắn ,0,negative
367,quần khác hoàn toàn và from khác với tôi mua khi trước. rất xấu và không bao h mua ở đây nữa,uy_tin_cua_hang,quần khác hoàn toà,0,negative
367,quần khác hoàn toàn và from khác với tôi mua khi trước. rất xấu và không bao h mua ở đây nữa,kieu_dang, from khác với tôi mua khi trước. rất xấu ,0,negative
368,"mặc được vài lần thì có dấu hiệu xù lông và bung chỉ, đây không phải cái đầu tiên mua của cửa hàng bị vậy nên coi lại chất lượng của quần. làm truyền thông tốt nhưng chất lượng như vậy là không được,",do_ben,mặc được vài lần thì có dấu hiệu xù lông và bung chỉ,0,negative
369,"tuy đặt 2 quần cùng 1 kích cỡ nhưng 1 cái thì chẹt , 1 cái thì vừa",kich_co,"tuy đặt 2 quần cùng 1 kích cỡ nhưng 1 cái thì chật , 1 cái thì vừa",0,negative
370,nhưng mà quần bò không đẹp so với giá tiền. đụng quần còn may lệch. nói chung không nên mua,chat_luong, không đẹp so với giá tiền,0,negative
370,nhưng mà quần bò không đẹp so với giá tiền. đụng quần còn may lệch. nói chung không nên mua,gia_cong,. đụng quần còn may lệch.,0,negative
371,không hài lòng về sản phẩm nhiều chỉ thừa và bị hỏng phần con đỉa quần,gia_cong,nhiều chỉ thừa và bị hỏng phần con đỉa quần,0,negative
372,sản phẩm không đúng với kích cỡ đã cho,kich_co,sản phẩm không đúng với kích cỡ,0,negative
373,"vải ổn nhưng màu khác so với ảnh , không đúng kích cỡ cửa hàng để",chat_lieu,vải ổn,1,neutral
373,"vải ổn nhưng màu khác so với ảnh , không đúng kích cỡ cửa hàng để",mau_sac,màu khác so với ảnh,0,negative
373,"vải ổn nhưng màu khác so với ảnh , không đúng kích cỡ cửa hàng để",kich_co,không đúng kích cỡ,0,negative
374,"quần mua về không thể chấp nhận nổi so với mô tả, mặc lên dáng không hề giống so với trên hình ảnh, 180 thật sự phải xem xét lại",kieu_dang,mặc lên dáng không hề giống so với trên hình ảnh,0,negative
375,"1m64, 48kg , đóng cúc quần không thở được : kích cỡ 28",kich_co,"1m64, 48kg , đóng cúc quần không thở được",0,negative
376,chất lượng sản phẩm rất xất đóng gói sản phẩm rất đẹp và chắc chắn giao hàng nhanh,chat_luong,chất lượng sản phẩm rất xất ,0,negative
376,chất lượng sản phẩm rất xất đóng gói sản phẩm rất đẹp và chắc chắn giao hàng nhanh,dong_goi,đóng gói sản phẩm rất đẹp và chắc chắn,2,positive
376,chất lượng sản phẩm rất xất đóng gói sản phẩm rất đẹp và chắc chắn giao hàng nhanh,giao_hang,giao hàng nhanh,2,positive
377,mặc được đúng 1 lần bung chỉ. đây là chiếc thứ 2 bị như vậy,do_ben,mặc được đúng 1 lần bung chỉ,0,negative
378,quần fom đẹp nmà vải xấu rất à về bị chê á nên là cân nhắc trc khi mua nha,kieu_dang,quần fom đẹp,2,positive
378,quần fom đẹp nmà vải xấu rất à về bị chê á nên là cân nhắc trc khi mua nha,chat_lieu, vải xấu ,0,negative
379,thật sự mua cửa hàng 2 lần r . nhưng lần này thất vọng . chỉ bị bung lại phải đi sửa 🤷,gia_cong,chỉ bị bung,0,negative
380,"quần có bị bung chỉ, nhắn tin không thấy cửa hàng phản hồi aaaaaaaassss",gia_cong,quần có bị bung chỉ,0,negative
380,"quần có bị bung chỉ, nhắn tin không thấy cửa hàng phản hồi aaaaaaaassss",cham_soc_khach_hang, nhắn tin không thấy cửa hàng phản hồi ,0,negative
381,trước mình đặt 1 quần rồi mặc thích lắm nhưng lần này đặt thêm kiểu dáng dáng nó xấu hơn cái trước lắm,kieu_dang, kiểu dáng dáng nó xấu hơn cái trước,0,negative
382,"mình đã nhắn tin rất kĩ với cửa hàng nhờ tư vấn kích cỡ rất rất kĩ luôn, đến khi nhận được hàng thì eo ôi chênh lệch 1 tí thì không sao, đằng này cửa hàng tư vấn chắc chắn lắm mà ôi nó rộng, là tư vấn dữ chưa : , mình nhắn tin cửa hàng rept chậm, và lại để khách hàng phải chịu giao hàng săn sale dui dẻ dui dẻ nge lời cửa hàng tư vấn đặt kích cỡ gì h phải chịu thêm giao hàng đổi hàng nên thự bỏ luôn cái quần chứ rộng rất sửa mất hết kiểu dáng quần 😭",kich_co,nó rộng,0,negative
382,"mình đã nhắn tin rất kĩ với cửa hàng nhờ tư vấn kích cỡ rất rất kĩ luôn, đến khi nhận được hàng thì eo ôi chênh lệch 1 tí thì không sao, đằng này cửa hàng tư vấn chắc chắn lắm mà ôi nó rộng, là tư vấn dữ chưa : , mình nhắn tin cửa hàng rept chậm, và lại để khách hàng phải chịu giao hàng săn sale dui dẻ dui dẻ nge lời cửa hàng tư vấn đặt kích cỡ gì h phải chịu thêm giao hàng đổi hàng nên thự bỏ luôn cái quần chứ rộng rất sửa mất hết kiểu dáng quần 😭",cham_soc_khach_hang,cửa hàng rept chậm,0,negative
383,mua lần đầu thì rất tốt lần này là thứ 2 mà thất vọng khoá quần bị tuột ra ngoài gồi phải đem đi sửa nữa 🥲,gia_cong, khoá quần bị tuột ra ngoài,0,negative
384,quần đẹp kiểu dáng cũng đẹp . có mỗi tội cấn lễ giao rất lâu không có quần đi chơi với crush nên chấm 1 sao,chat_luong,quần đẹp,2,positive
384,quần đẹp kiểu dáng cũng đẹp . có mỗi tội cấn lễ giao rất lâu không có quần đi chơi với crush nên chấm 1 sao,kieu_dang,kiểu dáng cũng đẹp,2,positive
384,quần đẹp kiểu dáng cũng đẹp . có mỗi tội cấn lễ giao rất lâu không có quần đi chơi với crush nên chấm 1 sao,giao_hang, giao rất lâu ,0,negative
385,"quần phải nói là đẹp rất chất vải mịn, co dãn tốt sờ thích, cạp quần chắc chắn dày dặn, miệng túi quần may dày chắc không lo bị rách nha, kích cỡ của cửa hàng khá chuẩn rồi, vừa mua của cửa hàng 1 cái nhận xong thấy ưng thích rất đặt thêm cái nữa: , đáng đồng tiền bỏ ra rất trời, sẽ ủng hộ khi có dịp khác, rcm mọi người mua nha, cửa hàng uy tín, 5 sao không nói nhiều:",chat_luong,quần phải nói là đẹp,2,positive
385,"quần phải nói là đẹp rất chất vải mịn, co dãn tốt sờ thích, cạp quần chắc chắn dày dặn, miệng túi quần may dày chắc không lo bị rách nha, kích cỡ của cửa hàng khá chuẩn rồi, vừa mua của cửa hàng 1 cái nhận xong thấy ưng thích rất đặt thêm cái nữa: , đáng đồng tiền bỏ ra rất trời, sẽ ủng hộ khi có dịp khác, rcm mọi người mua nha, cửa hàng uy tín, 5 sao không nói nhiều:",chat_lieu,"chất vải mịn, co dãn tốt sờ thích",2,positive
385,"quần phải nói là đẹp rất chất vải mịn, co dãn tốt sờ thích, cạp quần chắc chắn dày dặn, miệng túi quần may dày chắc không lo bị rách nha, kích cỡ của cửa hàng khá chuẩn rồi, vừa mua của cửa hàng 1 cái nhận xong thấy ưng thích rất đặt thêm cái nữa: , đáng đồng tiền bỏ ra rất trời, sẽ ủng hộ khi có dịp khác, rcm mọi người mua nha, cửa hàng uy tín, 5 sao không nói nhiều:",gia_cong," cạp quần chắc chắn dày dặn, miệng túi quần may dày chắc không lo bị rách nha",2,positive
385,"quần phải nói là đẹp rất chất vải mịn, co dãn tốt sờ thích, cạp quần chắc chắn dày dặn, miệng túi quần may dày chắc không lo bị rách nha, kích cỡ của cửa hàng khá chuẩn rồi, vừa mua của cửa hàng 1 cái nhận xong thấy ưng thích rất đặt thêm cái nữa: , đáng đồng tiền bỏ ra rất trời, sẽ ủng hộ khi có dịp khác, rcm mọi người mua nha, cửa hàng uy tín, 5 sao không nói nhiều:",kich_co, kích cỡ của cửa hàng khá chuẩn rồi,2,positive
386,rồi h xu không có cúc mà cũng gói hàng cho được khen hay luôn,gia_cong,không có cúc,2,positive
387,"mua luôn 2 cái có chỉ thừa, đã mua lần 2 của cửa hàng giao hàng nhanh chân hơi bé chắc mình phải chuyển mẫu to chân 1 chút",gia_cong, có chỉ thừa,2,positive
387,"mua luôn 2 cái có chỉ thừa, đã mua lần 2 của cửa hàng giao hàng nhanh chân hơi bé chắc mình phải chuyển mẫu to chân 1 chút",giao_hang,giao hàng nhanh,2,positive
387,"mua luôn 2 cái có chỉ thừa, đã mua lần 2 của cửa hàng giao hàng nhanh chân hơi bé chắc mình phải chuyển mẫu to chân 1 chút",kieu_dang,chân hơi bé chắc mình phải chuyển mẫu to chân 1 chút,2,positive
388,"sản phẩm ở mức tạm được vì giá rẻ, hàng rộng hơn rất nhiều so với bảng quy ước, chat phản hồi khách hàng có nhưng từ sáng đến chiều tối, giao hàng thì siêu lâu nội thành mất 10 ngày.",gia_ca,giá rẻ,2,positive
388,"sản phẩm ở mức tạm được vì giá rẻ, hàng rộng hơn rất nhiều so với bảng quy ước, chat phản hồi khách hàng có nhưng từ sáng đến chiều tối, giao hàng thì siêu lâu nội thành mất 10 ngày.",chat_luong,sản phẩm ở mức tạm được,1,neutral
388,"sản phẩm ở mức tạm được vì giá rẻ, hàng rộng hơn rất nhiều so với bảng quy ước, chat phản hồi khách hàng có nhưng từ sáng đến chiều tối, giao hàng thì siêu lâu nội thành mất 10 ngày.",cham_soc_khach_hang, chat phản hồi khách hàng có nhưng từ sáng đến chiều tối,0,negative
388,"sản phẩm ở mức tạm được vì giá rẻ, hàng rộng hơn rất nhiều so với bảng quy ước, chat phản hồi khách hàng có nhưng từ sáng đến chiều tối, giao hàng thì siêu lâu nội thành mất 10 ngày.",giao_hang, giao hàng thì siêu lâu nội thành mất 10 ngày.,0,negative
389,cửa hàng trả lời chậm muốn đổi hàng mà phải tốn phí cả hai chiều trong khi cửa hàng nhắn miễn phí đổi trả cho khách hàng,cham_soc_khach_hang,cửa hàng trả lời chậm,0,negative
390,"nhắn tin cửa hàng không phản hồi về việc kích cỡ quần . ảnh mang tính chất đánh giá . nhận hàng thứ 6 tuần trước đến giờ vãn không phản hôi . bù lại chất lượng quần với giá tiền đó thì tạm ổn nhiều chỉ thừa, may lệch khuy",cham_soc_khach_hang,nhắn tin cửa hàng không phản hồi về việc kích cỡ quần . nhận hàng thứ 6 tuần trước đến giờ vãn không phản hôi ,0,negative
390,"nhắn tin cửa hàng không phản hồi về việc kích cỡ quần . ảnh mang tính chất đánh giá . nhận hàng thứ 6 tuần trước đến giờ vãn không phản hôi . bù lại chất lượng quần với giá tiền đó thì tạm ổn nhiều chỉ thừa, may lệch khuy",gia_cong," chỉ thừa, may lệch khuy",0,negative
390,"nhắn tin cửa hàng không phản hồi về việc kích cỡ quần . ảnh mang tính chất đánh giá . nhận hàng thứ 6 tuần trước đến giờ vãn không phản hôi . bù lại chất lượng quần với giá tiền đó thì tạm ổn nhiều chỉ thừa, may lệch khuy",chat_luong,chất lượng quần với giá tiền đó thì tạm ổn ,1,neutral
391,chất liệu vải bị khác so với quần màu be,chat_lieu,chất liệu vải bị khác,0,negative
392,"mua hàng được vài lần nhưng lần này trải nghiệm khá xấu nút quần đơm lỏng, mới mặc lần đầu bung bay nút",gia_cong,"nút quần đơm lỏng, mới mặc lần đầu bung bay nú",0,negative
393,mua lần 2 rồi mà lần này quần bị xước vải . còn lần trc thì lâu đã vậy còn bị xóa đánh giá nữa nể luôn,gia_cong,quần bị xước vải,0,negative
394,"nói chung là không nên tham của rẻ mà mua , quần chán lắm",chat_luong, quần chán lắm,0,negative
395,mình mua kích cỡ 29 lần 2 nhưng chật thất vọng,kich_co,kích cỡ 29 lần 2 nhưng chật ,0,negative
396,nói chung với giá tiền ấy thì cũng tạm chứ mịn màng thì không nha,chat_luong,nói chung với giá tiền ấy thì cũng tạm chứ mịn màng thì không nha,1,neutral
397,quần như hàng cũ  phai màu rất hôm lấy không để ý tưởng như quần như mọi lần mua xong mang đi sửa về mới để ý màu nó phai,mau_sac,phai màu,0,negative
398,cái đầu được. cái sau lỗi kiểu dáng chật nức phần mông đáy thì ngắn,kieu_dang,cái sau lỗi kiểu dáng chật nức phần mông đáy thì ngắn,0,negative
399,cái phi quần đâu cửa hàng ơi,gia_cong,cái phi quần đâu,0,negative
400,quần bị rách chổ săn tia hên mình kiểm tra kỹ trước khi mặt không chắt đội quần,gia_cong,quần bị rách chổ săn tia,0,negative
401,"chỉ may lộn xộn, đứt chỉ nhiều chỗ, chất lượng hoàn thiện kém",gia_cong,"chỉ may lộn xộn, đứt chỉ nhiều chỗ",0,negative
401,"chỉ may lộn xộn, đứt chỉ nhiều chỗ, chất lượng hoàn thiện kém",chat_luong,chất lượng hoàn thiện kém,0,negative
402,quần mặc nhìn xuyên thấu luôn ai muốn mua màu trắng thì không nên nha,chat_lieu,quần mặc nhìn xuyên thấu luôn,0,negative
403,quần mới mua về mang rùi giặt lần 1 mà vải quần đã xù chỉ rất nhiều nó cứ bong bong ra,do_ben,giặt lần 1 mà vải quần đã xù chỉ rất nhiều nó cứ bong bong ra,0,negative
404,"mặc được tầm 10 ngày và giờ nó như cái dẻ lau,phần mông và đùi quần xù lên",do_ben,"mặc được tầm 10 ngày và giờ nó như cái dẻ lau,phần mông và đùi quần xù lên",0,negative
405,kích cỡ 28 cho người 1 tạ,kich_co,kích cỡ 28 cho người 1 tạ,0,negative
406,nói chung thì chất liệu ổn nhưng mà không ffuwocj hừn í cho ălsm nha ahop,chat_lieu,chất liệu ổn,1,neutral
407,"chất liệu ổn, vải cũng không đẹp lắm, đường may còn nhiều chỉ thừa",chat_lieu,chất liệu ổn,1,neutral
407,"chất liệu ổn, vải cũng không đẹp lắm, đường may còn nhiều chỉ thừa",chat_lieu, vải cũng không đẹp lắm,1,neutral
407,"chất liệu ổn, vải cũng không đẹp lắm, đường may còn nhiều chỉ thừa",gia_cong,đường may còn nhiều chỉ thừa,0,negative
408,"nói chung là đặt cỡ 34 mà 34 mua trên này bé hơn rất nhiều khi mua ngoài cửa hàng có lỡ tay cái khuya ở quần ra thế là không cho đổi lại, coi như phí tiền oan, ae mua để ý.",kich_co, bé hơn rất nhiều,0,negative
409,"phom quần vải rất mềm không dày, lên không đúng dáng quần bạn nào mua nên cân nhắc ạ",chat_lieu, vải rất mềm không dày,0,negative
410,"mặc được 2 lần thì xù hết lông vải lên, thấy rẻ mua 3c mà đúng chán. xù từ đoạn túi ở mông đến đũng quần, tóm lại cả cái quần phía sau nhìn xù hết lên",do_ben,mặc được 2 lần thì xù hết lông vải l,0,negative
411,"quần vừa vặn nhưng phần dây kéo quần, đi đường chỉ lỗi, bị hở, không đẹp",kich_co,quần vừa vặn,2,positive
411,"quần vừa vặn nhưng phần dây kéo quần, đi đường chỉ lỗi, bị hở, không đẹp",gia_cong," phần dây kéo quần, đi đường chỉ lỗi, bị hở, không đẹp",0,negative
412,tôi mua 2 loại rồi . trên cửa hàng nay giá tiền khác nhau mà sân phẩm là giống nhau. với màu này không phải là màu kem . hình như là màu ghi thôi,mau_sac,màu này không phải là màu kem . hình như là màu ghi thôi,0,negative
413,"quần thì được, nhưng mà séc kéo bị hư :",chat_luong,quần thì được,2,positive
413,"quần thì được, nhưng mà séc kéo bị hư :",gia_cong,séc kéo bị hư ,0,negative
414,"năm ngoái mua 2 cái chất mềm đẹp năm nay vừa mỏng vừa cứng, với giá tiền đó cũng xác định tâm lý rồi, nhưng nếu không phải đã mua 2 cái trước thì cug không thất vọng thế này",chat_lieu,năm nay vừa mỏng vừa cứng,0,negative
415,quần đẹp nhưng mới mặc đã bung chỉ nhiều chỗ,chat_luong,quần đẹp ,2,positive
415,quần đẹp nhưng mới mặc đã bung chỉ nhiều chỗ,gia_cong,mới mặc đã bung chỉ nhiều chỗ,0,negative
416,"giao hàng lâu rất 7 ngày mới nhận, cạp quần thiết kế không đk ựng cho lắm",giao_hang,giao hàng lâu rất 7 ngày mới nhận,0,negative
416,"giao hàng lâu rất 7 ngày mới nhận, cạp quần thiết kế không đk ựng cho lắm",kieu_dang,cạp quần thiết kế không được ưng cho lắm,1,neutral
417,lần đầu tôi mua hàng bên cửa hàng này . tôi 1m68 51k s29 tôi trong khá ốm thế mà không thể mặc vừa.lưng thì chật ống thì rộng không phù hợp tí nào. đường mai bên trong rất sơ sài. 150k sửa lại hết 50k để có thể mặc phù hợp.cân nhắc trước khi mua hàng.,kich_co, s29 tôi trong khá ốm thế mà không thể mặc vừa.lưng thì chật ống thì rộng không phù hợp tí nào,0,negative
417,lần đầu tôi mua hàng bên cửa hàng này . tôi 1m68 51k s29 tôi trong khá ốm thế mà không thể mặc vừa.lưng thì chật ống thì rộng không phù hợp tí nào. đường mai bên trong rất sơ sài. 150k sửa lại hết 50k để có thể mặc phù hợp.cân nhắc trước khi mua hàng.,gia_cong,đường may bên trong rất sơ sài,0,negative
418,lô hàng không đi theo 1 kích cỡ nhất định đợt đầu đặt mặc vừa đợt sau đặt lại cách nhau 3 ngày mà mặc rộng phải đi bóp lại mua hàng không biết đường coi kích cỡ bó tay đặt đồ cách nhau 3 ngày mà khác nhau,kich_co,đợt sau đặt lại cách nhau 3 ngày mà mặc rộng phải đi bóp lại ,0,negative
419,"dài rộng, mặc lên kiểu dáng xấu không hợp với mình",kich_co,dài rộng,0,negative
419,"dài rộng, mặc lên kiểu dáng xấu không hợp với mình",kieu_dang,kiểu dáng xấu,0,negative
420,số đo so với số 31 chỗ khác hơi nhỏ mặt trước quần bị gập thế này chỉ đáng 2 sao và mặc được 1 tháng thì thấy bị sổ bông nữa,kich_co,số đo so với số 31 chỗ khác hơi nhỏ,0,negative
421,sp tốt giao 30 12 10 1 ms có rất lâu,chat_luong,sp tốt,2,positive
421,sp tốt giao 30 12 10 1 ms có rất lâu,giao_hang, giao 30 12 10 1 ms có rất lâu,0,negative
422,hàng bị mất mút vậy vẫn giao được . tuy vải tốt nhưng không thể chấp nhận được,gia_cong,hàng bị mất mú,0,negative
422,hàng bị mất mút vậy vẫn giao được . tuy vải tốt nhưng không thể chấp nhận được,chat_lieu,vải tốt,2,positive
423,"đây là lần 2 mình mua. chất lượng vải mỏng hơn so với lần đầu mình mua của cửa hàng may ẩu, đường may không đều, không cắt chỉ, đáy quần bị so le, may rất là ẩu .",chat_lieu, chất lượng vải mỏng hơn so với lần đầu,0,negative
